"DIRECTORATE OF TECHNICAL EDUCATION, MADHYA PRADESH"
LATERAL ENTRY B.TECH
VACANCY AFTER ALLOTMENT - FIRST ROUND 2025
BASED ON QUALIFYING EXAM,DATE: 07.08.2025
2,INSTITUTE NAME,INSTITUTE TYPE,BRANCH,TOTAL SEATS,TOTAL ALLOTMENT,REMAINING SEAT
vi
1,"Acropolis Institute of Technology & Research, Indore (2005)",Private CIVIL,6,3
2,"Acropolis Institute of Technology & Research, Indore (2005)",Private,CSE,24,24
3,"Acropolis Institute of Technology & Research, Indore (2005)",Private,ICSECS,5
4,"Acropolis Institute of Technology & Research, Indore (2005)",Private,CSEDS,6
5,"Acropolis Institute of Technology & Research, Indore (2005)",Private CEIL,6,1
6,"Acropolis Institute of Technology & Research, Indore (2005)",Private CSEIML,12,12
7,"Acropolis Institute of Technology & Research, Indore (2005)",Private CSIT,12,5,7
8,"Acropolis Institute of Technology & Research, Indore (2005)",Private,EC,6,0,6
9,"Acropolis Institute of Technology & Research, Indore 2005)",Private,ECACT,30,0,30
10,"Acropolis Institute of Technology & Research, Indore (2005)",Private,EEVDT,32,0,32
11,"Acropolis Institute of Technology & Research, Indore (2005)",Private,IT,12,7,5
12,"Acropolis Institute of Technology & Research, Indore (2005)",Private MECH,6,1
13,"ADINA INSTITUTE OF SCIENCE & TECHNOLOGY, SAGAR (2009)",Private,CIVIL
14,"ADINA INSTITUTE OF SCIENCE & TECHNOLOGY, SAGAR (2009)",Private,CSE,6
15,"ADINA INSTITUTE OF SCIENCE & TECHNOLOGY, SAGAR (2009)",Private,CSEAl
16,"ADINA INSTITUTE OF SCIENCE & TECHNOLOGY, SAGAR (2009)",Private,ELECT ELEX
17,"ADINA INSTITUTE OF SCIENCE & TECHNOLOGY, SAGAR (2009)",Private,MECH,6,6
18,"Aditya College of Technology & Science, Satna (2007)",private,AGRITECH,53,0,53
19,"Aditya College of Technology & Science, Satna (2007)",Private,AIML,59,2,57
20,"Aditya College of Technology & Science, Satna (2007)",Private,CIVIL,53,1,52
21,"Aditya College of Technology & Science, Satna (2007)",Private,CSE,17,1,16
22,"Aditya College of Technology & Science, Satna (2007)",private,ELECT ELEX,56,1,55
23,"Aditya College of Technology & Science, Satna (2007)",private,IFTS,62,5,57
24,"Aditya College of Technology & Science, Satna (2007)",Private,MECH,46,3,43
25,"Aditya College of Technology & Science, Satna (2007)",private,MINING,53,39,14
26,"All Saints College of Technology, Bhopal (2002)",Private,CIVIL,110,83,27
27,"All Saints College of Technology, Bhopal (2002)",Private CSE,16,16,0
28,"All Saints College of Technology, Bhopal (2002)",Private,lEc,57,5
29,"All Saints College of Technology, Bhopal (2002)",Private ELECT ELEX,36,22,14
30,"All Saints College of Technology, Bhopal (2002)",Private MECH,71 | 26,45
31,"Alpine Institute of Technology, Ujjain (2007)",Private,CIVIL,65,65
32,"Alpine Institute of Technology, Ujjain (2007)",Private,CSE,47,1,46
33,"Alpine Institute of Technology, Ujjain (2007)",Private EC,3
34,"Alpine Institute of Technology, Ujjain (2007)",private EE,65,10,55
35,"Alpine Institute of Technology, Ujjain (2007)",Private IT,3,0,3
36,"Alpine Institute of Technology, Ujjain (2007)",private MECH,65,3,62
"Annie Institute of Technology and Research Centre, Chhindwara"
37,private AUTO,3,3
(2013)
