"DIRECTORATEOFTECHNICALEDUCATION,MADHYAPRADESH",,,,,,,,,,,,,,
LATERALENTRYBTECH,,,,,,,,,,,,,,
OPENINGCLOSINGRANK-FIRSTROUND2026,,,,,,,,,,,,,,
BASEDONQUALIFYINGEXAM DATE:06.08.2026,,,,,,,,,,,,,,
S.No.,INST_NAME,,INST_TYPE,FW,,BRANCH,OPENING_RANK,CLOSING_RANK,OPENING_MERIT,CLOSING_MERIT,ALLOTTED_CATEGORY,DOMICILE,TOTAL_ALLOTTED,
316,"LakshmiNarainCollegeofTechnology,Bhopal(1994)",,,Private,N,ELECTELEX,930,930,75.8,75.8,"UR/X/OP(After
Conversion)",,1,
317,"LakshmiNarainCollegeofTechnology,Bhopal(1994)",,,Private,N,CSE,560,1050,78.5,75.1,"UR/X/OP(After
Conversion)",,8,
318,"LakshmiNarainCollegeofTechnology,Bhopal(1994)",,,Private,N,CIVIL,2668,3105,66.8,63.42,"UR/X/OP(After
Conversion)",,3,
319,"LakshmiNarainCollegeofTechnology,Bhopal(1994)",,,Private,N,MECH,2784,3308,66,61,"UR/X/OP(After
Conversion)",,3,

"*InURcategory,Othercategorycandidatesarealsoallotted",,,Page11of39,,,,,,,,,,,
"DIRECTORATEOFTECHNICALEDUCATION,MADHYAPRADESH",,,,,,,,,,,,,,
LATERALENTRYBTECH,,,,,,,,,,,,,,
OPENINGCLOSINGRANK-FIRSTROUND2026,,,,,,,,,,,,,,
BASEDONQUALIFYINGEXAM DATE:06.08.2026,,,,,,,,,,,,,,
S.No.,INST_NAME,,,INST_TYPE,FW,BRANCH,OPENING_RANK,CLOSING_RANK,OPENING_MERIT,CLOSING_MERIT,ALLOTTED_CATEGORY,DOMICILE,TOTAL_ALLOTTED,
320,"LakshmiNarainCollegeofTechnology,Bhopal(1994)",,,Private,N,CSEIML,3146,3486,62.9,54.9,"UR/X/OP(After
Conversion)",,8,
321,"LakshmiNarainCollegeofTechnology,Indore(2004)",,,Private,N,ELECTELEX,2720,2720,66.4,66.4,OBC/X/OP,,1,
322,"LakshmiNarainCollegeofTechnology,Indore(2004)",,,Private,N,CSE,1147,1209,74.5,74.1,UR/X/OP,,2,
323,"LakshmiNarainCollegeofTechnology,Indore(2004)",,,Private,N,ELECTELEX,2236,2236,69.1,69.1,UR/X/OP,,1,
324,"LakshmiNarainCollegeofTechnology,Indore(2004)",,,Private,N,MECH,3494,3494,54.58,54.58,UR/X/OP,,1,
325,"LakshmiNarainCollegeofTechnology,Jabalpur(2008)",,,Private,N,CSEIML,136,1826,84.4,71.24,UR/X/OP,,3,
326,"LakshmiNarainCollegeofTechnology,Jabalpur(2008)",,,Private,N,CSE,1606,2585,72.2,67.22,UR/X/OP,,4,
327,"LakshmiNarainCollegeofTechnology,Jabalpur(2008)",,,Private,N,CIVIL,841,3222,76.44,62.1,UR/X/OP,,8,
328,"LakshmiNarainCollegeofTechnology,Jabalpur(2008)",,,Private,N,MECH,184,3509,83.33,53.39,UR/X/OP,,13,
329,"LAXMIPATIINSTITUTEOFSCIENCE&TECHNOLOGY,BHOPAL
(2008)",,,Private,N,CSE,599,3167,78.18,62.6,UR/X/OP,,4,
330,"LAXMIPATIINSTITUTEOFSCIENCE&TECHNOLOGY,BHOPAL
(2008)",,,Private,N,MECH,307,3262,81.4,61.68,UR/X/OP,,8,
331,"LAXMIPATIINSTITUTEOFSCIENCE&TECHNOLOGY,BHOPAL
(2008)",,,Private,N,ELECTELEX,1407,3336,73.07,60.56,UR/X/OP,,8,
332,"LAXMIPATIINSTITUTEOFSCIENCE&TECHNOLOGY,BHOPAL
(2008)",,,private,N,CIVIL,1170,3508,74.31,53.47,UR/X/OP,,9,
333,LNCT(BHOPAL)INDORECAMPUS(2006),,,Private,N,EC,317,317,81.2,81.2,UR/X/OP,,1,
334,LNCT(BHOPAL)INDORECAMPUS(2006),,,Private,N,CIVIL,1007,2738,75.31,66.3,UR/X/OP,,3,
335,LNCT(BHOPAL)INDORECAMPUS(2006),,,private,N,MECH,1006,3249,75.32,61.8,UR/X/OP,,15,
336,LNCT(BHOPAL)INDORECAMPUS(2006),,,Private,N,CSE,866,3346,76.3,60.4,UR/X/OP,,14,
337,LNCT(BHOPAL)INDORECAMPUS(2006),,,private,N,MECH,3333,3333,60.63,60.63,"UR/X/OP(After
Conversion)",,1,
338,"MadhavInstitute ofTechnologyandScience,Gwalior(1957)
(DeemedUniversity)",,,GOVT,N,CSE,812,812,76.7,76.7,OBC/X/F,Y,1,
339,"MadhavInstitute ofTechnologyandScience,Gwalior(1957)
(DeemedUniversity)",,,GOVT,N,CSE,498,498,79.3,79.3,OBC/X/OP,Y,1,
340,"MadhavInstitute ofTechnologyandScience,Gwalior(1957)
(DeemedUniversity)",,,GOVT,N,CST,744,1018,77.1,75.3,OBC/X/OP,Y,3,
341,"MadhavInstitute ofTechnologyandScience,Gwalior(1957)
(DeemedUniversity)",,,GOVT,N,AIML,1255,1255,73.9,73.9,OBC/X/OP,Y,1,
342,"MadhavInstitute ofTechnologyandScience,Gwalior(1957)
(DeemedUniversity)",,,GOVT,N,AIAIDS,1495,1495,72.7,72.7,OBC/X/OP,Y,1,
343,"MadhavInstitute ofTechnologyandScience,Gwalior(1957)
(DeemedUniversity)",,,GOVT,N,IT,1311,1902,73.6,70.9,OBC/X/OP,Y,4,

"*InURcategory,Othercategorycandidatesarealsoallotted",,,Page12of39,,,,,,,,,,,
"DIRECTORATEOFTECHNICALEDUCATION,MADHYAPRADESH",,,,,,,,,,,,,,
LATERALENTRYBTECH,,,,,,,,,,,,,,
OPENINGCLOSINGRANK-FIRSTROUND2026,,,,,,,,,,,,,,
BASEDONQUALIFYINGEXAM DATE:06.08.2026,,,,,,,,,,,,,,
S.No.,INST_NAME,,,INST_TYPE,FW,BRANCH,OPENING_RANK,CLOSING_RANK,OPENING_MERIT,CLOSING_MERIT,ALLOTTED_CATEGORY,DOMICILE,TOTAL_ALLOTTED,
344,"MadhavInstitute ofTechnologyandScience,Gwalior(1957)
(DeemedUniversity)",,,GOVT,N,ITAIAR,1894,2547,70.94,67.5,OBC/X/OP,Y,3,
345,"MadhavInstitute ofTechnologyandScience,Gwalior(1957)
(DeemedUniversity)",,,GOVT,N,AI,1796,2954,71.4,64.7,OBC/X/OP,Y,4,
346,"MadhavInstitute ofTechnologyandScience,Gwalior(1957)
(DeemedUniversity)",,,GOVT,N,CSE,1589,1589,72.3,72.3,SC/X/F,Y,1,
347,"MadhavInstitute ofTechnologyandScience,Gwalior(1957)
(DeemedUniversity)",,,GOVT,N,CSE,1904,2659,70.9,66.8,SC/X/OP,Y,2,
348,"MadhavInstitute ofTechnologyandScience,Gwalior(1957)
(DeemedUniversity)",,,GOVT,N,IT,2436,2859,68.1,65.5,SC/X/OP,Y,2,
349,"MadhavInstitute ofTechnologyandScience,Gwalior(1957)
(DeemedUniversity)",,,GOVT,N,AIML,2715,2877,66.5,65.3,SC/X/OP,Y,2,
350,"MadhavInstitute ofTechnologyandScience,Gwalior(1957)
(DeemedUniversity)",,,GOVT,N,AIAIDS,3362,3362,60.1,60.1,SC/X/OP,Y,1,
351,"MadhavInstitute ofTechnologyandScience,Gwalior(1957)
(DeemedUniversity)",,,GOVT,N,AIAIDS,2167,2167,69.5,69.5,ST/X/OP,Y,1,
352,"MadhavInstitute ofTechnologyandScience,Gwalior(1957)
(DeemedUniversity)",,,GOVT,N,CSE,2429,2429,68.1,68.1,ST/X/OP,Y,1,
353,"MadhavInstitute ofTechnologyandScience,Gwalior(1957)
(DeemedUniversity)",,,GOVT,N,CSE,199,217,83.1,82.8,UR/X/F,Y,2,
354,"MadhavInstitute ofTechnologyandScience,Gwalior(1957)
(DeemedUniversity)",,,GOVT,N,AIML,239,239,82.5,82.5,UR/X/F,Y,1,
355,"MadhavInstitute ofTechnologyandScience,Gwalior(1957)
(DeemedUniversity)",,,GOVT,N,CHEM,674,674,77.6,77.6,UR/X/F,Y,1,
356,"MadhavInstitute ofTechnologyandScience,Gwalior(1957)
(DeemedUniversity)",,,GOVT,N,CST,730,730,77.2,77.2,UR/X/F,Y,1,
357,"MadhavInstitute ofTechnologyandScience,Gwalior(1957)
(DeemedUniversity)",,,GOVT,N,EE,774,774,76.9,76.9,UR/X/F,Y,1,
358,"MadhavInstitute ofTechnologyandScience,Gwalior(1957)
(DeemedUniversity)",,,GOVT,N,IT,814,885,76.7,76.1,UR/X/F,Y,2,
359,"MadhavInstitute ofTechnologyandScience,Gwalior(1957)
(DeemedUniversity)",,,GOVT,N,ITAIAR,1888,1888,71,71,UR/X/F,Y,1,
360,"MadhavInstitute ofTechnologyandScience,Gwalior(1957)
(DeemedUniversity)",,,GOVT,N,AIAIDS,1945,1945,70.7,70.7,UR/X/F,Y,1,
361,"MadhavInstitute ofTechnologyandScience,Gwalior(1957)
(DeemedUniversity)",,,GOVT,N,INOT,2326,2326,68.7,68.7,UR/X/F,Y,1,
362,"MadhavInstitute ofTechnologyandScience,Gwalior(1957)
(DeemedUniversity)",,,GOVT,N,AI,1822,2776,71.3,66.1,UR/X/F,Y,2,

"*InURcategory,Othercategorycandidatesarealsoallotted",,,Page13of39,,,,,,,,,,,
"DIRECTORATEOFTECHNICALEDUCATION,MADHYAPRADESH",,,,,,,,,,,,,,
LATERALENTRYBTECH,,,,,,,,,,,,,,
OPENINGCLOSINGRANK-FIRSTROUND2026,,,,,,,,,,,,,,
BASEDONQUALIFYINGEXAM DATE:06.08.2026,,,,,,,,,,,,,,
S.No.,INST_NAME,,,INST_TYPE,FW,BRANCH,OPENING_RANK,CLOSING_RANK,OPENING_MERIT,CLOSING_MERIT,ALLOTTED_CATEGORY,DOMICILE,TOTAL_ALLOTTED,
363,"MadhavInstitute ofTechnologyandScience,Gwalior(1957)
(DeemedUniversity)",,,GOVT,N,CIVIL,2962,2962,64.6,64.6,UR/X/F,Y,1,
364,"MadhavInstitute ofTechnologyandScience,Gwalior(1957)
(DeemedUniversity)",,,GOVT,N,CSE,131,459,84.5,79.6,UR/X/OP,Y,4,
365,"MadhavInstitute ofTechnologyandScience,Gwalior(1957)
(DeemedUniversity)",,,GOVT,N,AIML,512,592,79.1,78.2,UR/X/OP,Y,2,
366,"MadhavInstitute ofTechnologyandScience,Gwalior(1957)
(DeemedUniversity)",,,GOVT,N,CST,489,742,79.4,77.1,UR/X/OP,Y,2,
367,"MadhavInstitute ofTechnologyandScience,Gwalior(1957)
(DeemedUniversity)",,,GOVT,N,IT,525,1148,78.9,74.5,UR/X/OP,Y,4,
368,"MadhavInstitute ofTechnologyandScience,Gwalior(1957)
(DeemedUniversity)",,,GOVT,N,AI,1084,1312,74.9,73.6,UR/X/OP,Y,4,
369,"MadhavInstitute ofTechnologyandScience,Gwalior(1957)
(DeemedUniversity)",,,GOVT,N,AIAIDS,876,1423,76.2,73,UR/X/OP,Y,2,
370,"MadhavInstitute ofTechnologyandScience,Gwalior(1957)
(DeemedUniversity)",,,GOVT,N,INOT,1379,1493,73.2,72.7,UR/X/OP,Y,2,
371,"MadhavInstitute ofTechnologyandScience,Gwalior(1957)
(DeemedUniversity)",,,GOVT,N,ITAIAR,1198,1498,74.2,72.7,UR/X/OP,Y,2,
372,"MadhavInstitute ofTechnologyandScience,Gwalior(1957)
(DeemedUniversity)",,,GOVT,N,MAC,1847,1847,71.17,71.17,UR/X/OP,Y,1,
373,"MadhavInstitute ofTechnologyandScience,Gwalior(1957)
(DeemedUniversity)",,,GOVT,N,"Electronics
and
Telecommu
nications",1223,2419,74.1,68.2,UR/X/OP,Y,4,
374,"MadhavInstitute ofTechnologyandScience,Gwalior(1957)
(DeemedUniversity)",,,GOVT,N,CSBS,2625,2625,67,67,UR/X/OP,Y,1,
375,"MadhavInstitute ofTechnologyandScience,Gwalior(1957)
(DeemedUniversity)",,,GOVT,N,EACE,1856,2914,71.1,65,UR/X/OP,Y,2,
376,"MadhavInstitute ofTechnologyandScience,Gwalior(1957)
(DeemedUniversity)",,,GOVT,N,MECH,1367,3018,73.3,64.2,UR/X/OP,Y,9,
377,"MadhavInstitute ofTechnologyandScience,Gwalior(1957)
(DeemedUniversity)",,,GOVT,N,CHEM,1569,3126,72.4,63.1,UR/X/OP,Y,3,
378,"MadhavInstitute ofTechnologyandScience,Gwalior(1957)
(DeemedUniversity)",,,GOVT,N,CIVIL,743,3204,77.1,62.3,UR/X/OP,Y,14,
379,"MadhavInstitute ofTechnologyandScience,Gwalior(1957)
(DeemedUniversity)",,,GOVT,N,CSD,773,3217,76.9,62.2,UR/X/OP,Y,4,
380,"MadhavInstitute ofTechnologyandScience,Gwalior(1957)
(DeemedUniversity)",,,GOVT,N,EE,412,3501,80,54.3,UR/X/OP,Y,11,

"*InURcategory,Othercategorycandidatesarealsoallotted",,,Page14of39,,,,,,,,,,,
"DIRECTORATEOFTECHNICALEDUCATION,MADHYAPRADESH",,,,,,,,,,,,,,
LATERALENTRYBTECH,,,,,,,,,,,,,,
OPENINGCLOSINGRANK-FIRSTROUND2026,,,,,,,,,,,,,,
BASEDONQUALIFYINGEXAM DATE:06.08.2026,,,,,,,,,,,,,,
S.No.,INST_NAME,,,INST_TYPE,FW,BRANCH,OPENING_RANK,CLOSING_RANK,OPENING_MERIT,CLOSING_MERIT,ALLOTTED_CATEGORY,DOMICILE,TOTAL_ALLOTTED,
381,"MadhavInstitute ofTechnologyandScience,Gwalior(1957)
(DeemedUniversity)",,,GOVT,N,AI,1370,1522,73.3,72.6,"UR/X/OP(After
Conversion)",Y,2,
382,"MahakalInstituteTechnology&Management,Ujjain(2007)",,,Private,N,CSE,1635,1635,72.1,72.1,UR/X/OP,,1,
383,"MahakalInstuteofTechnology,Ujjain(2001)",,,Private,N,ELECTELEX,1839,1839,71.2,71.2,OBC/X/OP,,1,
384,"MahakalInstuteofTechnology,Ujjain(2001)",,,Private,N,ELECTELEX,3375,3375,59.9,59.9,SC/X/OP,,1,
385,"MahakalInstuteofTechnology,Ujjain(2001)",,,Private,N,ELECTELEX,537,537,78.7,78.7,UR/X/OP,,1,
386,"MahakalInstuteofTechnology,Ujjain(2001)",,,Private,N,MECH,1442,1442,72.9,72.9,UR/X/OP,,1,
387,"MahakalInstuteofTechnology,Ujjain(2001)",,,Private,N,EC,1033,1443,75.2,72.9,UR/X/OP,,2,
388,"MahakalInstuteofTechnology,Ujjain(2001)",,,Private,N,CSE,682,1843,77.5,71.2,UR/X/OP,,2,
389,"MahakalInstuteofTechnology,Ujjain(2001)",,,Private,N,CSEIML,2050,2050,70.05,70.05,UR/X/OP,,1,
390,"MahakalInstuteofTechnology,Ujjain(2001)",,,Private,N,CIVIL,3507,3507,53.7,53.7,UR/X/OP,,1,
391,"MahakalInstuteofTechnology,Ujjain(2001)",,,Private,N,MECH,1667,1667,71.9,71.9,"UR/X/OP(After
Conversion)",,1,
392,"MaharanaPratapCollegeofTechnology,Gwalior(1996)",,,Private,N,CSE,2965,3382,64.6,59.8,SC/X/OP,,3,
393,"MaharanaPratapCollegeofTechnology,Gwalior(1996)",,,Private,N,CSE,2302,2808,68.8,65.9,UR/X/OP,,3,
394,"MaharanaPratapCollegeofTechnology,Gwalior(1996)",,,Private,N,IT,2834,2834,65.7,65.7,UR/X/OP,,1,
395,"MaharanaPratapCollegeofTechnology,Gwalior(1996)",,,Private,N,MECH,729,2923,77.2,64.9,UR/X/OP,,2,
396,"MaharanaPratapCollegeofTechnology,Gwalior(1996)",,,Private,N,EE,3049,3108,63.9,63.4,UR/X/OP,,2,
397,"MalwaInstituteofScience&Technology,Indore(2008)",,,Private,N,MECH,2722,2722,66.4,66.4,UR/X/OP,,1,
398,"MalwaInstituteofScience&Technology,Indore(2008)",,,Private,N,AIML,3312,3312,61,61,UR/X/OP,,1,
399,"MalwaInstituteofScience&Technology,Indore(2008)",,,Private,N,CSE,3188,3503,62.4,54.18,UR/X/OP,,2,
400,"MalwaInstituteofTechnology,Indore(2004)",,,Private,N,CSE,663,663,77.7,77.7,UR/X/OP,,1,
401,"MalwaInstituteofTechnology,Indore(2004)",,,Private,N,MECH,2346,3330,68.58,60.75,UR/X/OP,,3,
402,"MalwaInstitute ofTechnology,Indore(2004)",,,Private,N,ELECTELEX,11,3534,90.7,49.22,UR/X/OP,,9,
403,"MilleniumInstitute ofTechnologyandScience,Bhopal(2007)",,,Private,N,EC,411,411,80.01,80.01,UR/X/OP,,1,
404,"MilleniumInstitute ofTechnologyandScience,Bhopal(2007)",,,Private,N,CSE,1287,1287,73.7,73.7,UR/X/OP,,1,
405,"MilleniumInstitute ofTechnologyandScience,Bhopal(2007)",,,private,N,MECH,130,2780,84.5,66.05,UR/X/OP,,4,
406,"MilleniumInstituteofTechnologyandScience,Bhopal(2007)",,,Private,N,ELECTELEX,991,3071,75.41,63.75,UR/X/OP,,5,
407,"MilleniumInstitute ofTechnologyandScience,Bhopal(2007)",,,Private,N,CIVIL,422,3275,79.9,61.41,UR/X/OP,,7,
408,"MITTALINSTITUTEOFTECHNOLOGY,BHOPAL (2007)",,,private,N,EE,2256,3229,69,62.1,UR/X/OP,,2,
409,"NowgongEngineeringCollege,Nowgong(NEC)(2012)",,,GOVT,N,EE,2184,2184,69.4,69.4,UR/X/F,Y,1,
410,"NowgongEngineeringCollege,Nowgong(NEC)(2012)",,,GOVT,N,CIVIL,1998,2484,70.4,67.8,UR/X/F,Y,2,
411,"NowgongEngineeringCollege,Nowgong(NEC)(2012)",,,GOVT,N,EI,1394,2654,73.1,66.8,UR/X/OP,Y,2,
412,"NowgongEngineeringCollege,Nowgong(NEC)(2012)",,,GOVT,N,EE,1973,2951,70.5,64.7,UR/X/OP,Y,5,

"*InURcategory,Othercategorycandidatesarealsoallotted",,,Page15of39,,,,,,,,,,,
"DIRECTORATEOFTECHNICALEDUCATION,MADHYAPRADESH",,,,,,,,,,,,,,
LATERALENTRYBTECH,,,,,,,,,,,,,,
OPENINGCLOSINGRANK-FIRSTROUND2026,,,,,,,,,,,,,,
BASEDONQUALIFYINGEXAM DATE:06.08.2026,,,,,,,,,,,,,,
S.No.,INST_NAME,,,INST_TYPE,FW,BRANCH,OPENING_RANK,CLOSING_RANK,OPENING_MERIT,CLOSING_MERIT,ALLOTTED_CATEGORY,DOMICILE,TOTAL_ALLOTTED,
413,"NowgongEngineeringCollege,Nowgong(NEC)(2012)",,,GOVT,N,CIVIL,968,3260,75.6,61.7,UR/X/OP,Y,8,
414,"NowgongEngineeringCollege,Nowgong(NEC)(2012)",,,GOVT,N,MECH,1107,3268,74.7,61.6,UR/X/OP,Y,6,
415,"NRIInstitute ofInformationScience&Technology,Bhopal
(2001)",,,Private,N,EC,706,1885,77.3,71,UR/X/OP,,2,
416,"NRIInstitute ofInformationScience&Technology,Bhopal
(2001)",,,Private,N,ELECTELEX,2199,2299,69.3,68.8,UR/X/OP,,2,
417,"NRIInstitute ofInformationScience&Technology,Bhopal
(2001)",,,Private,N,MECH,2675,2823,66.7,65.76,UR/X/OP,,2,
418,"NRIInstitute ofInformationScience&Technology,Bhopal
(2001)",,,Private,N,CSEIML,1481,2838,72.7,65.7,UR/X/OP,,2,
419,"NRIInstitute ofInformationScience&Technology,Bhopal
(2001)",,,Private,N,CSE,446,2890,79.7,65.2,UR/X/OP,,7,
420,"NRIInstitute ofInformationScience&Technology,Bhopal
(2001)",,,Private,N,CIVIL,917,3214,75.9,62.2,UR/X/OP,,2,
421,"NRIInstitute ofInformationScience&Technology,Bhopal
(2001)",,,Private,N,IT,3302,3302,61.03,61.03,UR/X/OP,,1,
422,"OrientalCollegeofTechnology,Bhopal(2002)",,,Private,N,CIVIL,3236,3236,62,62,OBC/X/OP,,1,
423,"OrientalCollegeofTechnology,Bhopal(2002)",,,Private,N,CSEDS,870,870,76.3,76.3,UR/X/OP,,1,
424,"OrientalCollegeofTechnology,Bhopal(2002)",,,Private,N,CSECS,1575,1575,72.34,72.34,UR/X/OP,,1,
425,"OrientalCollegeofTechnology,Bhopal(2002)",,,Private,N,CSEIML,211,2115,82.9,69.7,UR/X/OP,,4,
426,"OrientalCollegeofTechnology,Bhopal(2002)",,,Private,N,ELECTELEX,2620,2620,67,67,UR/X/OP,,1,
427,"OrientalCollegeofTechnology,Bhopal(2002)",,,Private,N,CIVIL,2052,2765,70.03,66.1,UR/X/OP,,2,
428,"OrientalCollegeofTechnology,Bhopal(2002)",,,Private,N,CSE,1295,3327,73.7,60.8,UR/X/OP,,12,
429,"OrientalInstituteofScience&Technology,Bhopal(1995)",,,Private,N,CIVIL,1243,1633,73.91,72.1,UR/X/OP,,3,
430,"OrientalInstituteofScience&Technology,Bhopal(1995)",,,Private,N,EC,1872,1872,71.07,71.07,UR/X/OP,,1,
431,"OrientalInstituteofScience&Technology,Bhopal(1995)",,,Private,N,IT,1342,2153,73.4,69.6,UR/X/OP,,3,
432,"OrientalInstituteofScience&Technology,Bhopal(1995)",,,Private,N,CSEIML,272,2290,81.94,68.87,UR/X/OP,,7,
433,"OrientalInstituteofScience&Technology,Bhopal(1995)",,,Private,N,CSEDS,1711,3056,71.7,63.9,UR/X/OP,,2,
434,"OrientalInstituteofScience&Technology,Bhopal(1995)",,,Private,N,MECH,1155,3178,74.4,62.5,UR/X/OP,,3,
435,"OrientalInstituteofScience&Technology,Bhopal(1995)",,,Private,N,CSE,299,3272,81.6,61.5,UR/X/OP,,15,
436,"OrientalInstituteofScience&Technology,Bhopal(1995)",,,Private,N,ELECTELEX,961,3479,75.6,55.47,UR/X/OP,,2,
437,"OrientalInstituteofScience&Technology,Bhopal(1995)",,,Private,N,CIVIL,2150,2150,69.6,69.6,"UR/X/OP(After
Conversion)",,1,
438,"OrientalInstituteofScience&Technology,Bhopal(1995)",,,Private,N,MECH,3495,3495,54.56,54.56,"UR/X/OP(After
Conversion)",,1,
439,"PATELCOLLEGEOFSCIENCE&TECHNOLOGY,INDORE(2005)",,,Private,N,CIVIL,1204,1605,74.11,72.2,UR/X/OP,,2,

"*InURcategory,Othercategorycandidatesarealsoallotted",,,Page16of39,,,,,,,,,,,
"DIRECTORATEOFTECHNICALEDUCATION,MADHYAPRADESH",,,,,,,,,,,,,,
LATERALENTRYBTECH,,,,,,,,,,,,,,
OPENINGCLOSINGRANK-FIRSTROUND2026,,,,,,,,,,,,,,
BASEDONQUALIFYINGEXAM DATE:06.08.2026,,,,,,,,,,,,,,
S.No.,INST_NAME,,,INST_TYPE,FW,BRANCH,OPENING_RANK,CLOSING_RANK,OPENING_MERIT,CLOSING_MERIT,ALLOTTED_CATEGORY,DOMICILE,TOTAL_ALLOTTED,
440,"PATELCOLLEGEOFSCIENCE&TECHNOLOGY,INDORE(2005)",,,Private,N,CSEIML,1970,1970,70.51,70.51,UR/X/OP,,1,
441,"PATELCOLLEGEOFSCIENCE&TECHNOLOGY,INDORE(2005)",,,Private,N,CSE,1980,1980,70.5,70.5,UR/X/OP,,1,
442,"PATELCOLLEGEOFSCIENCE&TECHNOLOGY,INDORE(2005)",,,Private,N,EC,2460,2460,67.94,67.94,UR/X/OP,,1,
443,"PATELCOLLEGEOFSCIENCE&TECHNOLOGY,INDORE(2005)",,,Private,N,MECH,1304,3184,73.67,62.41,UR/X/OP,,6,
444,"PrashanteeInstituteofTechnology&Science,Ujjain(2008)",,,Private,N,MECH,3319,3319,60.9,60.9,EWS,,1,
445,"PrashanteeInstituteofTechnology&Science,Ujjain(2008)",,,Private,N,MECH,2893,2906,65.1,65,OBC/X/OP,,2,
446,"PrashanteeInstituteofTechnology&Science,Ujjain(2008)",,,Private,N,MECH,2999,3471,64.3,56,SC/X/OP,,3,
447,"PrashanteeInstituteofTechnology&Science,Ujjain(2008)",,,Private,N,MECH,3097,3097,63.5,63.5,ST/X/OP,,1,
448,"PrashanteeInstituteofTechnology&Science,Ujjain(2008)",,,Private,N,EC,1139,2442,74.5,68.04,UR/X/OP,,2,
449,"PrashanteeInstituteofTechnology&Science,Ujjain(2008)",,,Private,N,MECH,78,2821,86.33,65.78,UR/X/OP,,16,
450,"PrashanteeInstituteofTechnology&Science,Ujjain(2008)",,,Private,N,CSE,1519,3355,72.6,60.2,UR/X/OP,,5,
451,"PrashanteeInstituteofTechnology&Science,Ujjain(2008)",,,private,N,CIVIL,2457,3455,67.95,57.04,UR/X/OP,,3,
452,"PrashanteeInstituteofTechnology&Science,Ujjain(2008)",,,Private,N,MECH,2984,3147,64.44,62.89,"UR/X/OP(After
Conversion)",,2,
453,"PrestigeInstituteofEngineeringManagementandResearch,
Indore(2008)",,,private,N,CIVIL,834,834,76.5,76.5,UR/X/OP,,1,
454,"PrestigeInstituteofEngineeringManagementandResearch,
Indore(2008)",,,Private,N,AIADS,1841,1841,71.2,71.2,UR/X/OP,,1,
455,"PrestigeInstituteofEngineeringManagementandResearch,
Indore(2008)",,,Private,N,ARE,1987,1987,70.4,70.4,UR/X/OP,,1,
456,"PrestigeInstituteofEngineeringManagementandResearch,
Indore(2008)",,,Private,N,CSE,2042,3125,70.1,63.1,UR/X/OP,,3,
457,"PRESTIGEINSTITUTEOFMANAGEMENTANDRESEARCH,
BHOPAL",,,Private,N,CSE,147,229,84.3,82.6,UR/X/OP,,2,
458,"PRESTIGEINSTITUTEOFMANAGEMENTANDRESEARCH,
BHOPAL",,,Private,N,MTENG,1923,1923,70.8,70.8,UR/X/OP,,1,
459,"PRESTIGEINSTITUTEOFMANAGEMENTANDRESEARCH,
BHOPAL",,,Private,N,CSEDS,2679,2679,66.7,66.7,UR/X/OP,,1,
460,"PRESTIGEINSTITUTEOFMANAGEMENTANDRESEARCH,
BHOPAL",,,Private,N,ELECTELEX,533,3083,78.8,63.7,UR/X/OP,,10,
461,"PRESTIGEINSTITUTEOFMANAGEMENTANDRESEARCH,
BHOPAL",,,private,N,MECH,1061,3189,75,62.4,UR/X/OP,,3,
462,"PRESTIGEINSTITUTEOFMANAGEMENTANDRESEARCH,
BHOPAL",,,private,N,CIVIL,582,3432,78.3,58.08,UR/X/OP,,8,

"*InURcategory,Othercategorycandidatesarealsoallotted",,,Page17of39,,,,,,,,,,,
"DIRECTORATEOFTECHNICALEDUCATION,MADHYAPRADESH",,,,,,,,,,,,,,
LATERALENTRYBTECH,,,,,,,,,,,,,,
OPENINGCLOSINGRANK-FIRSTROUND2026,,,,,,,,,,,,,,
BASEDONQUALIFYINGEXAM DATE:06.08.2026,,,,,,,,,,,,,,
S.No.,INST_NAME,,,INST_TYPE,FW,BRANCH,OPENING_RANK,CLOSING_RANK,OPENING_MERIT,CLOSING_MERIT,ALLOTTED_CATEGORY,DOMICILE,TOTAL_ALLOTTED,
463,"PRESTIGEINSTITUTEOFMANAGEMENTANDRESEARCH,
BHOPAL",,,private,N,MECH,3314,3314,60.93,60.93,"UR/X/OP(After
Conversion)",,1,
464,"PT.DEVPRABHAKARSHASTRICOLLEGEOFTECHNOLOGY,
Chhatarpur(2010)",,,private,N,CSE,1750,3033,71.6,64.1,UR/X/OP,,2,
465,"PT.DEVPRABHAKARSHASTRICOLLEGEOFTECHNOLOGY,
Chhatarpur(2010)",,,private,N,CIVIL,1687,3044,71.8,64,UR/X/OP,,2,
466,"PT.DEVPRABHAKARSHASTRICOLLEGEOFTECHNOLOGY,
Chhatarpur(2010)",,,private,N,EE,2282,3281,68.9,61.4,UR/X/OP,,2,
467,"RadhaRaman InstituteofTechnology,&Science,Bhopal(2003)",,,Private,N,ELECTELEX,1331,1345,73.41,73.39,OBC/X/OP,,2,
468,"RadhaRaman InstituteofTechnology,&Science,Bhopal(2003)",,,Private,N,CIVIL,2661,2913,66.8,65,OBC/X/OP,,2,
469,"RadhaRaman InstituteofTechnology,&Science,Bhopal(2003)",,,Private,N,ELECTELEX,170,975,83.7,75.52,UR/X/OP,,23,
