"DIRECTORATEOFTECHNICALEDUCATION,MADHYAPRADESH",,,,,,,,,,,,,,
LATERALENTRYBTECH,,,,,,,,,,,,,,
OPENINGCLOSINGRANK-FIRSTROUND2026,,,,,,,,,,,,,,
BASEDONQUALIFYINGEXAM DATE:06.08.2026,,,,,,,,,,,,,,
S.No.,INST_NAME,,INST_TYPE,FW,,BRANCH,OPENING_RANK,CLOSING_RANK,OPENING_MERIT,CLOSING_MERIT,ALLOTTED_CATEGORY,DOMICILE,TOTAL_ALLOTTED,
153,"IndiraGandhiEngineeringCollege,Sagar(IGEC)(1981)",,GOVT,N,,EC,1643,1643,72,72,EWS,Y,1,
154,"IndiraGandhiEngineeringCollege,Sagar(IGEC)(1981)",,GOVT,N,,CIVIL,2084,2084,69.9,69.9,OBC/X/OP,Y,1,
155,"IndiraGandhiEngineeringCollege,Sagar(IGEC)(1981)",,GOVT,N,,IT,2237,2237,69.1,69.1,OBC/X/OP,Y,1,
156,"IndiraGandhiEngineeringCollege,Sagar(IGEC)(1981)",,GOVT,N,,EE,2284,2284,68.9,68.9,OBC/X/OP,Y,1,
157,"IndiraGandhiEngineeringCollege,Sagar(IGEC)(1981)",,GOVT,N,,CIVIL,1491,1491,72.7,72.7,SC/X/OP,Y,1,
158,"IndiraGandhiEngineeringCollege,Sagar(IGEC)(1981)",,GOVT,N,,IT,1615,3448,72.2,57.6,SC/X/OP,Y,2,
159,"IndiraGandhiEngineeringCollege,Sagar(IGEC)(1981)",,GOVT,N,,EE,1184,1465,74.3,72.8,ST/X/OP,Y,2,
160,"IndiraGandhiEngineeringCollege,Sagar(IGEC)(1981)",,GOVT,N,,CIVIL,2025,2025,70.2,70.2,ST/X/OP,Y,1,
161,"IndiraGandhiEngineeringCollege,Sagar(IGEC)(1981)",,GOVT,N,,EE,364,364,80.5,80.5,UR/X/F,Y,1,
162,"IndiraGandhiEngineeringCollege,Sagar(IGEC)(1981)",,GOVT,N,,CIVIL,1166,1166,74.4,74.4,UR/X/F,Y,1,
163,"IndiraGandhiEngineeringCollege,Sagar(IGEC)(1981)",,GOVT,N,,IT,1540,1540,72.5,72.5,UR/X/F,Y,1,
164,"IndiraGandhiEngineeringCollege,Sagar(IGEC)(1981)",,GOVT,N,,EE,830,1083,76.5,74.9,UR/X/OP,Y,2,
165,"IndiraGandhiEngineeringCollege,Sagar(IGEC)(1981)",,GOVT,N,,IT,1104,1137,74.7,74.5,UR/X/OP,Y,2,
166,"IndiraGandhiEngineeringCollege,Sagar(IGEC)(1981)",,GOVT,N,,CIVIL,864,1341,76.3,73.4,UR/X/OP,Y,2,
167,"IndiraGandhiEngineeringCollege,Sagar(IGEC)(1981)",,GOVT,N,,MECH,3177,3403,62.5,59.2,UR/X/OP,Y,4,
168,"IndoreInstituteofScience&Technology,Indore(2003)",,Private,N,,AIML,1292,1292,73.7,73.7,UR/X/OP,,1,
169,"IndoreInstituteofScience&Technology,Indore(2003)",,Private,N,,CSE,25,3435,89.7,58.01,UR/X/OP,,15,
170,"InfinityManagement&EngineeringCollege,Sagar(2008)",,Private,N,,CIVIL,2903,3238,65,62,UR/X/OP,,2,
171,"InfinityManagement&EngineeringCollege,Sagar(2008)",,Private,N,,MECH,679,3377,77.52,59.9,UR/X/OP,,6,

"*InURcategory,Othercategorycandidatesarealsoallotted",,,Page6 of39,,,,,,,,,,,
"DIRECTORATEOFTECHNICALEDUCATION,MADHYAPRADESH",,,,,,,,,,,,,,
LATERALENTRYBTECH,,,,,,,,,,,,,,
OPENINGCLOSINGRANK-FIRSTROUND2026,,,,,,,,,,,,,,
BASEDONQUALIFYINGEXAM DATE:06.08.2026,,,,,,,,,,,,,,
S.No.,INST_NAME,,INST_TYPE,FW,,BRANCH,OPENING_RANK,CLOSING_RANK,OPENING_MERIT,CLOSING_MERIT,ALLOTTED_CATEGORY,DOMICILE,TOTAL_ALLOTTED,
172,"InfinityManagement&EngineeringCollege,Sagar(2008)",,Private,N,,EE,132,3417,84.4,58.7,UR/X/OP,,2,
173,"InstituteofEngineeringandTechnology,DAVV,Indore(1996)",,S.F.I.,N,,ET,543,543,78.7,78.7,OBC/X/F,Y,1,
174,"InstituteofEngineeringandTechnology,DAVV,Indore(1996)",,S.F.I.,N,,CSE,183,183,83.37,83.37,OBC/X/OP,Y,1,
175,"InstituteofEngineeringandTechnology,DAVV,Indore(1996)",,S.F.I.,N,,IT,306,306,81.5,81.5,OBC/X/OP,Y,1,
176,"InstituteofEngineeringandTechnology,DAVV,Indore(1996)",,S.F.I.,N,,ET,581,666,78.3,77.7,OBC/X/OP,Y,2,
177,"InstituteofEngineeringandTechnology,DAVV,Indore(1996)",,S.F.I.,N,,CIVIL,1101,1101,74.7,74.7,OBC/X/OP,Y,1,
178,"InstituteofEngineeringandTechnology,DAVV,Indore(1996)",,S.F.I.,N,,MECH,1146,1146,74.5,74.5,OBC/X/OP,Y,1,
179,"InstituteofEngineeringandTechnology,DAVV,Indore(1996)",,S.F.I.,N,,EI,862,1163,76.3,74.4,OBC/X/OP,Y,2,
180,"InstituteofEngineeringandTechnology,DAVV,Indore(1996)",,S.F.I.,N,,CSE,676,676,77.6,77.6,SC/X/F,Y,1,
181,"InstituteofEngineeringandTechnology,DAVV,Indore(1996)",,S.F.I.,N,,IT,1045,1045,75.1,75.1,SC/X/F,Y,1,
182,"InstituteofEngineeringandTechnology,DAVV,Indore(1996)",,S.F.I.,N,,CSE,686,983,77.5,75.5,SC/X/OP,Y,2,
183,"InstituteofEngineeringandTechnology,DAVV,Indore(1996)",,S.F.I.,N,,IT,1222,1584,74.1,72.3,SC/X/OP,Y,4,
184,"InstituteofEngineeringandTechnology,DAVV,Indore(1996)",,S.F.I.,N,,CIVIL,1975,1975,70.5,70.5,SC/X/OP,Y,1,
185,"InstituteofEngineeringandTechnology,DAVV,Indore(1996)",,S.F.I.,N,,EI,2446,2446,68,68,SC/X/OP,Y,1,
186,"InstituteofEngineeringandTechnology,DAVV,Indore(1996)",,S.F.I.,N,,MECH,2421,2680,68.16,66.7,SC/X/OP,Y,2,
187,"InstituteofEngineeringandTechnology,DAVV,Indore(1996)",,S.F.I.,N,,ET,3228,3282,62.1,61.4,SC/X/OP,Y,2,
188,"InstituteofEngineeringandTechnology,DAVV,Indore(1996)",,S.F.I.,N,,CIVIL,1461,1461,72.8,72.8,ST/X/OP,Y,1,
189,"InstituteofEngineeringandTechnology,DAVV,Indore(1996)",,S.F.I.,N,,CSE,889,2876,76.1,65.3,ST/X/OP,Y,2,
190,"InstituteofEngineeringandTechnology,DAVV,Indore(1996)",,S.F.I.,N,,ET,2917,2917,65,65,ST/X/OP,Y,1,
191,"InstituteofEngineeringandTechnology,DAVV,Indore(1996)",,S.F.I.,N,,CSE,43,62,88.3,87.5,UR/X/F,Y,2,
192,"InstituteofEngineeringandTechnology,DAVV,Indore(1996)",,S.F.I.,N,,IT,212,215,82.9,82.8,UR/X/F,Y,2,
193,"InstituteofEngineeringandTechnology,DAVV,Indore(1996)",,S.F.I.,N,,ET,259,480,82.1,79.5,UR/X/F,Y,2,
194,"InstituteofEngineeringandTechnology,DAVV,Indore(1996)",,S.F.I.,N,,CIVIL,482,482,79.5,79.5,UR/X/F,Y,1,
195,"InstituteofEngineeringandTechnology,DAVV,Indore(1996)",,S.F.I.,N,,EI,618,618,78.1,78.1,UR/X/F,Y,1,
196,"InstituteofEngineeringandTechnology,DAVV,Indore(1996)",,S.F.I.,N,,CSE,88,166,86,83.7,UR/X/OP,Y,4,
197,"InstituteofEngineeringandTechnology,DAVV,Indore(1996)",,S.F.I.,N,,IT,216,278,82.8,81.9,UR/X/OP,Y,4,
198,"InstituteofEngineeringandTechnology,DAVV,Indore(1996)",,S.F.I.,N,,ET,103,410,85.3,80.05,UR/X/OP,Y,4,
199,"InstituteofEngineeringandTechnology,DAVV,Indore(1996)",,S.F.I.,N,,EI,108,539,85.1,78.7,UR/X/OP,Y,2,
200,"InstituteofEngineeringandTechnology,DAVV,Indore(1996)",,S.F.I.,N,,CIVIL,612,811,78.1,76.7,UR/X/OP,Y,2,
201,"InstituteofEngineeringandTechnology,DAVV,Indore(1996)",,S.F.I.,N,,MECH,798,1031,76.7,75.2,UR/X/OP,Y,3,
202,"INSTITUTEOFENGINEERINGJIWAJIUNIVERSITY,GWALIOR
(1996)",,S.F.I.,N,,CSE,1542,1858,72.5,71.1,OBC/X/OP,Y,3,
203,"INSTITUTEOFENGINEERINGJIWAJIUNIVERSITY,GWALIOR
(1996)",,S.F.I.,N,,CSE,1065,1065,75,75,UR/X/F,Y,1,
204,"INSTITUTEOFENGINEERINGJIWAJIUNIVERSITY,GWALIOR
(1996)",,S.F.I.,N,,CSE,1281,1321,73.8,73.5,UR/X/OP,Y,2,
205,"INSTITUTEOFENGINEERINGJIWAJIUNIVERSITY,GWALIOR
(1996)",,S.F.I.,N,,EL,1879,1879,71,71,UR/X/OP,Y,1,

"*InURcategory,Othercategorycandidatesarealsoallotted",,,Page7 of39,,,,,,,,,,,
"DIRECTORATEOFTECHNICALEDUCATION,MADHYAPRADESH",,,,,,,,,,,,,,
LATERALENTRYBTECH,,,,,,,,,,,,,,
OPENINGCLOSINGRANK-FIRSTROUND2026,,,,,,,,,,,,,,
BASEDONQUALIFYINGEXAM DATE:06.08.2026,,,,,,,,,,,,,,
S.No.,INST_NAME,,INST_TYPE,FW,,BRANCH,OPENING_RANK,CLOSING_RANK,OPENING_MERIT,CLOSING_MERIT,ALLOTTED_CATEGORY,DOMICILE,TOTAL_ALLOTTED,
206,"INSTITUTEOFENGINEERINGJIWAJIUNIVERSITY,GWALIOR
(1996)",,S.F.I.,N,,CHEM,2026,2496,70.2,67.7,UR/X/OP,Y,2,
207,"INSTITUTEOFTECHNOLOGYANDMANAGEMENT,GWALIOR
(1997)",,Private,N,,EC,2146,2146,69.6,69.6,UR/X/OP,,1,
208,"INSTITUTEOFTECHNOLOGYANDMANAGEMENT,GWALIOR
(1997)",,Private,N,,CSE,2130,2869,69.7,65.4,UR/X/OP,,2,
209,"IPSAcademyInstituteofEngineeringandScience,IndoreOff
Campus-1",,Private,N,,CSIT,1910,1910,70.9,70.9,UR/X/OP,,1,
210,"IPSAcademyInstituteofEngineeringandScience,IndoreOff
Campus-1",,Private,N,,CSE,358,2400,80.6,68.3,UR/X/OP,,4,
211,"IPSAcademy,Institute ofEngineeringandScience,Indore
(1999)",,Private,N,,CHEM,3280,3280,61.4,61.4,SC/X/OP,,1,
212,"IPSAcademy,Institute ofEngineeringandScience,Indore
(1999)",,Private,N,,FTS,32,954,89.4,75.67,UR/X/OP,,6,
213,"IPSAcademy,Institute ofEngineeringandScience,Indore
(1999)",,Private,N,,CHEM,869,1332,76.3,73.4,UR/X/OP,,2,
214,"IPSAcademy,Institute ofEngineeringandScience,Indore
(1999)",,Private,N,,ELECTELEX,1740,1740,71.6,71.6,UR/X/OP,,1,
215,"IPSAcademy,Institute ofEngineeringandScience,Indore
(1999)",,Private,N,,MECH,2592,3247,67.2,61.84,UR/X/OP,,2,
216,"IPSAcademy,Institute ofEngineeringandScience,Indore
(1999)",,Private,N,,CSERC,1809,3251,71.3,61.8,UR/X/OP,,2,
217,"IPSAcademy,Institute ofEngineeringandScience,Indore
(1999)",,Private,N,,CSE,1145,3387,74.5,59.7,UR/X/OP,,7,
218,"IPSAcademy,Institute ofEngineeringandScience,Indore
(1999)",,Private,N,,CSEIML,3389,3389,59.6,59.6,UR/X/OP,,1,
219,"IPSAcademy,Institute ofEngineeringandScience,Indore
(1999)",,Private,N,,CIVIL,2437,3406,68.1,59.1,UR/X/OP,,3,
220,"IPSAcademy,Institute ofEngineeringandScience,Indore
(1999)",,Private,N,,ELECTELEX,1917,1968,70.81,70.55,"UR/X/OP(After
Conversion)",,2,
221,"IPSAcademy,Institute ofEngineeringandScience,Indore
(1999)",,Private,N,,FTS,2317,3485,68.7,55.1,"UR/X/OP(After
Conversion)",,6,
222,"IPSCollegeofTechnology&Management,Gwalior(2007)",,Private,N,,CSE,58,58,87.5,87.5,UR/X/OP,,1,
223,"IPSCollegeofTechnology&Management,Gwalior(2007)",,Private,N,,EC,1289,1289,73.7,73.7,UR/X/OP,,1,
224,"IPSCollegeofTechnology&Management,Gwalior(2007)",,Private,N,,MECH,2369,2369,68.4,68.4,UR/X/OP,,1,
225,"IPSCollegeofTechnology&Management,Gwalior(2007)",,private,N,,CIVIL,2644,2644,66.9,66.9,UR/X/OP,,1,
226,"IPSCollegeofTechnology&Management,Gwalior(2007)",,Private,N,,EE,915,3480,75.9,55.4,UR/X/OP,,6,
227,"JABALPURENGINEERINGCOLLEGE,JABALPUR,(JEC)(1947)",,GOVT,N,,CSE,312,312,81.3,81.3,OBC/X/OP,Y,1,
228,"JABALPURENGINEERINGCOLLEGE,JABALPUR,(JEC)(1947)",,GOVT,N,,AIAIDS,338,338,81,81,OBC/X/OP,Y,1,

"*InURcategory,Othercategorycandidatesarealsoallotted",,,Page8 of39,,,,,,,,,,,
"DIRECTORATEOFTECHNICALEDUCATION,MADHYAPRADESH",,,,,,,,,,,,,,
LATERALENTRYBTECH,,,,,,,,,,,,,,
OPENINGCLOSINGRANK-FIRSTROUND2026,,,,,,,,,,,,,,
BASEDONQUALIFYINGEXAM DATE:06.08.2026,,,,,,,,,,,,,,
S.No.,INST_NAME,,INST_TYPE,FW,,BRANCH,OPENING_RANK,CLOSING_RANK,OPENING_MERIT,CLOSING_MERIT,ALLOTTED_CATEGORY,DOMICILE,TOTAL_ALLOTTED,
229,"JABALPURENGINEERINGCOLLEGE,JABALPUR,(JEC)(1947)",,GOVT,N,,EE,406,406,80.1,80.1,OBC/X/OP,Y,1,
230,"JABALPURENGINEERINGCOLLEGE,JABALPUR,(JEC)(1947)",,GOVT,N,,IT,417,417,80,80,OBC/X/OP,Y,1,
231,"JABALPURENGINEERINGCOLLEGE,JABALPUR,(JEC)(1947)",,GOVT,N,,CIVIL,450,450,79.7,79.7,OBC/X/OP,Y,1,
232,"JABALPURENGINEERINGCOLLEGE,JABALPUR,(JEC)(1947)",,GOVT,N,,MECH,1150,1150,74.5,74.5,OBC/X/OP,Y,1,
233,"JABALPURENGINEERINGCOLLEGE,JABALPUR,(JEC)(1947)",,GOVT,N,,EC,1161,1310,74.4,73.6,OBC/X/OP,Y,2,
234,"JABALPURENGINEERINGCOLLEGE,JABALPUR,(JEC)(1947)",,GOVT,N,,MTENG,3009,3009,64.3,64.3,OBC/X/OP,Y,1,
235,"JABALPURENGINEERINGCOLLEGE,JABALPUR,(JEC)(1947)",,GOVT,N,,EC,1232,1232,74,74,SC/X/F,Y,1,
236,"JABALPURENGINEERINGCOLLEGE,JABALPUR,(JEC)(1947)",,GOVT,N,,IT,2576,2576,67.3,67.3,SC/X/F,Y,1,
237,"JABALPURENGINEERINGCOLLEGE,JABALPUR,(JEC)(1947)",,GOVT,N,,CSE,505,505,79.2,79.2,SC/X/OP,Y,1,
238,"JABALPURENGINEERINGCOLLEGE,JABALPUR,(JEC)(1947)",,GOVT,N,,EE,947,947,75.7,75.7,SC/X/OP,Y,1,
239,"JABALPURENGINEERINGCOLLEGE,JABALPUR,(JEC)(1947)",,GOVT,N,,CIVIL,1206,1206,74.11,74.11,SC/X/OP,Y,1,
240,"JABALPURENGINEERINGCOLLEGE,JABALPUR,(JEC)(1947)",,GOVT,N,,AIAIDS,1358,1358,73.3,73.3,SC/X/OP,Y,1,
241,"JABALPURENGINEERINGCOLLEGE,JABALPUR,(JEC)(1947)",,GOVT,N,,IT,2387,2387,68.3,68.3,SC/X/OP,Y,1,
242,"JABALPURENGINEERINGCOLLEGE,JABALPUR,(JEC)(1947)",,GOVT,N,,MECH,2390,2735,68.3,66.3,SC/X/OP,Y,2,
243,"JABALPURENGINEERINGCOLLEGE,JABALPUR,(JEC)(1947)",,GOVT,N,,EC,2044,3107,70.1,63.4,SC/X/OP,Y,2,
244,"JABALPURENGINEERINGCOLLEGE,JABALPUR,(JEC)(1947)",,GOVT,N,,MTENG,3136,3136,62.9,62.9,SC/X/OP,Y,1,
245,"JABALPURENGINEERINGCOLLEGE,JABALPUR,(JEC)(1947)",,GOVT,N,,CSE,982,982,75.5,75.5,ST/X/F,Y,1,
246,"JABALPURENGINEERINGCOLLEGE,JABALPUR,(JEC)(1947)",,GOVT,N,,IT,1080,1080,74.9,74.9,ST/X/F,Y,1,
247,"JABALPURENGINEERINGCOLLEGE,JABALPUR,(JEC)(1947)",,GOVT,N,,MECH,1631,1631,72.1,72.1,ST/X/F,Y,1,
248,"JABALPURENGINEERINGCOLLEGE,JABALPUR,(JEC)(1947)",,GOVT,N,,EE,129,129,84.5,84.5,ST/X/OP,Y,1,
249,"JABALPURENGINEERINGCOLLEGE,JABALPUR,(JEC)(1947)",,GOVT,N,,CIVIL,469,469,79.5,79.5,ST/X/OP,Y,1,
250,"JABALPURENGINEERINGCOLLEGE,JABALPUR,(JEC)(1947)",,GOVT,N,,CSE,995,995,75.4,75.4,ST/X/OP,Y,1,
251,"JABALPURENGINEERINGCOLLEGE,JABALPUR,(JEC)(1947)",,GOVT,N,,AIAIDS,1013,1013,75.3,75.3,ST/X/OP,Y,1,
252,"JABALPURENGINEERINGCOLLEGE,JABALPUR,(JEC)(1947)",,GOVT,N,,IT,1219,1219,74.1,74.1,ST/X/OP,Y,1,
253,"JABALPURENGINEERINGCOLLEGE,JABALPUR,(JEC)(1947)",,GOVT,N,,EE,40,40,88.4,88.4,UR/X/F,Y,1,
254,"JABALPURENGINEERINGCOLLEGE,JABALPUR,(JEC)(1947)",,GOVT,N,,IT,63,63,87.4,87.4,UR/X/F,Y,1,
255,"JABALPURENGINEERINGCOLLEGE,JABALPUR,(JEC)(1947)",,GOVT,N,,CIVIL,144,144,84.3,84.3,UR/X/F,Y,1,
256,"JABALPURENGINEERINGCOLLEGE,JABALPUR,(JEC)(1947)",,GOVT,N,,CSE,119,168,84.9,83.7,UR/X/F,Y,2,
257,"JABALPURENGINEERINGCOLLEGE,JABALPUR,(JEC)(1947)",,GOVT,N,,AIAIDS,261,261,82.1,82.1,UR/X/F,Y,1,
258,"JABALPURENGINEERINGCOLLEGE,JABALPUR,(JEC)(1947)",,GOVT,N,,EC,987,987,75.5,75.5,UR/X/F,Y,1,
259,"JABALPURENGINEERINGCOLLEGE,JABALPUR,(JEC)(1947)",,GOVT,N,,MECH,1218,1218,74.1,74.1,UR/X/F,Y,1,
260,"JABALPURENGINEERINGCOLLEGE,JABALPUR,(JEC)(1947)",,GOVT,N,,EE,56,59,87.6,87.5,UR/X/OP,Y,2,
261,"JABALPURENGINEERINGCOLLEGE,JABALPUR,(JEC)(1947)",,GOVT,N,,CSE,160,198,83.8,83.1,UR/X/OP,Y,3,
262,"JABALPURENGINEERINGCOLLEGE,JABALPUR,(JEC)(1947)",,GOVT,N,,AIAIDS,128,269,84.6,82,UR/X/OP,Y,2,
263,"JABALPURENGINEERINGCOLLEGE,JABALPUR,(JEC)(1947)",,GOVT,N,,CIVIL,267,298,82,81.6,UR/X/OP,Y,2,
264,"JABALPURENGINEERINGCOLLEGE,JABALPUR,(JEC)(1947)",,GOVT,N,,IT,260,313,82.1,81.3,UR/X/OP,Y,3,
265,"JABALPURENGINEERINGCOLLEGE,JABALPUR,(JEC)(1947)",,GOVT,N,,MECH,804,980,76.7,75.5,UR/X/OP,Y,3,
266,"JABALPURENGINEERINGCOLLEGE,JABALPUR,(JEC)(1947)",,GOVT,N,,EC,767,1093,76.9,74.77,UR/X/OP,Y,3,
267,"JABALPURENGINEERINGCOLLEGE,JABALPUR,(JEC)(1947)",,GOVT,N,,MTENG,442,1551,79.7,72.5,UR/X/OP,Y,3,

"*InURcategory,Othercategorycandidatesarealsoallotted",,,Page9 of39,,,,,,,,,,,
"DIRECTORATEOFTECHNICALEDUCATION,MADHYAPRADESH",,,,,,,,,,,,,,
LATERALENTRYBTECH,,,,,,,,,,,,,,
OPENINGCLOSINGRANK-FIRSTROUND2026,,,,,,,,,,,,,,
BASEDONQUALIFYINGEXAM DATE:06.08.2026,,,,,,,,,,,,,,
S.No.,INST_NAME,,,INST_TYPE,FW,BRANCH,OPENING_RANK,CLOSING_RANK,OPENING_MERIT,CLOSING_MERIT,ALLOTTED_CATEGORY,DOMICILE,TOTAL_ALLOTTED,
268,"JABALPURENGINEERINGCOLLEGE,JABALPUR,(JEC)(1947)",,,GOVT,N,IP,1176,2800,74.3,65.9,UR/X/OP,Y,3,
269,"JABALPURENGINEERINGCOLLEGE,JABALPUR,(JEC)(1947)",,,GOVT,N,MTENG,1908,1908,70.9,70.9,"UR/X/OP(After
Conversion)",Y,1,
270,"JaiNarainCollegeofTechnology,Bhopal(2003)",,,Private,N,MECH,8,8,92,92,UR/X/OP,,1,
271,"JaiNarainCollegeofTechnology,Bhopal(2003)",,,Private,N,ELECTELEX,294,1951,81.6,70.62,UR/X/OP,,4,
272,"JaiNarainCollegeofTechnology,Bhopal(2003)",,,Private,N,CSEIML,2229,2791,69.16,66,UR/X/OP,,2,
273,"JaiNarainCollegeofTechnology,Bhopal(2003)",,,Private,N,CSE,1070,2955,75,64.7,UR/X/OP,,4,
274,"JawaharlalInstituteofTechnology,Borawan,Khargone (1997)",,,Private,N,ELECTELEX,2481,2481,67.8,67.8,OBC/X/OP,,1,
275,"JawaharlalInstitute ofTechnology,Borawan,Khargone (1997)",,,Private,N,CSEIML,2677,2677,66.7,66.7,OBC/X/OP,,1,
276,"JawaharlalInstitute ofTechnology,Borawan,Khargone (1997)",,,Private,N,CSEIML,2991,3015,64.4,64.2,ST/X/OP,,2,
277,"JawaharlalInstitute ofTechnology,Borawan,Khargone (1997)",,,Private,N,EC,704,1763,77.3,71.5,UR/X/OP,,3,
278,"JawaharlalInstitute ofTechnology,Borawan,Khargone (1997)",,,Private,N,CSEIML,481,2041,79.5,70.1,UR/X/OP,,6,
279,"JawaharlalInstituteofTechnology,Borawan,Khargone (1997)",,,Private,N,ELECTELEX,1156,2252,74.4,69,UR/X/OP,,6,
280,"JawaharlalInstitute ofTechnology,Borawan,Khargone (1997)",,,Private,N,MECH,1363,3059,73.3,63.9,UR/X/OP,,9,
281,"JawaharlalInstitute ofTechnology,Borawan,Khargone (1997)",,,Private,N,CSE,620,3137,78.06,62.9,UR/X/OP,,6,
282,"JawaharlalInstitute ofTechnology,Borawan,Khargone (1997)",,,Private,N,CIVIL,585,3516,78.3,52.9,UR/X/OP,,7,
283,"JawaharlalInstituteofTechnology,Borawan,Khargone (1997)",,,Private,N,CSEIML,2581,2831,67.3,65.7,"UR/X/OP(After
Conversion)",,2,
284,"JawaharlalNehruCollegeofTechnology,Rewa(2007)",,,private,N,MINING,855,3345,76.4,60.4,OBC/X/OP,,9,
285,"JawaharlalNehruCollegeofTechnology,Rewa(2007)",,,Private,N,ELECTELEX,3363,3386,60.1,59.7,OBC/X/OP,,2,
286,"JawaharlalNehruCollegeofTechnology,Rewa(2007)",,,private,N,MINING,1920,3265,70.8,61.6,SC/X/OP,,3,
287,"JawaharlalNehruCollegeofTechnology,Rewa(2007)",,,private,N,MINING,73,802,86.7,76.7,UR/X/OP,,24,
288,"JawaharlalNehruCollegeofTechnology,Rewa(2007)",,,Private,N,EC,1197,1197,74.2,74.2,UR/X/OP,,1,
289,"JawaharlalNehruCollegeofTechnology,Rewa(2007)",,,Private,N,CSE,1705,2864,71.7,65.4,UR/X/OP,,5,
290,"JawaharlalNehruCollegeofTechnology,Rewa(2007)",,,Private,N,ELECTELEX,568,3291,78.4,61.2,UR/X/OP,,14,
291,"JawaharlalNehruCollegeofTechnology,Rewa(2007)",,,Private,N,MECH,553,3376,78.61,59.9,UR/X/OP,,7,
292,"JawaharlalNehruCollegeofTechnology,Rewa(2007)",,,private,N,CIVIL,684,3528,77.5,50.9,UR/X/OP,,10,
293,"JawaharlalNehruCollegeofTechnology,Rewa(2007)",,,private,N,MINING,844,2621,76.4,67,"UR/X/OP(After
Conversion)",,13,
294,"JawaharlalNehruCollegeofTechnology,Rewa(2007)",,,Private,N,CSE,3028,3447,64.1,57.6,"UR/X/OP(After
Conversion)",,4,
295,"LakshmiNarainCollegeofTechnology&Science(RIT),Indore
(2002)",,,Private,N,EC,556,556,78.6,78.6,UR/X/OP,,1,

"*InURcategory,Othercategorycandidatesarealsoallotted",,,Page10of39,,,,,,,,,,,
"DIRECTORATEOFTECHNICALEDUCATION,MADHYAPRADESH",,,,,,,,,,,,,,
LATERALENTRYBTECH,,,,,,,,,,,,,,
OPENINGCLOSINGRANK-FIRSTROUND2026,,,,,,,,,,,,,,
BASEDONQUALIFYINGEXAM DATE:06.08.2026,,,,,,,,,,,,,,
S.No.,INST_NAME,,,INST_TYPE,FW,BRANCH,OPENING_RANK,CLOSING_RANK,OPENING_MERIT,CLOSING_MERIT,ALLOTTED_CATEGORY,DOMICILE,TOTAL_ALLOTTED,
296,"LakshmiNarainCollegeofTechnology&Science(RIT),Indore
(2002)",,,Private,N,CIVIL,2646,2646,66.9,66.9,UR/X/OP,,1,
297,"LakshmiNarainCollegeofTechnology&Science(RIT),Indore
(2002)",,,Private,N,CSE,3120,3120,63.2,63.2,UR/X/OP,,1,
298,"LakshmiNarainCollegeofTechnology&Science,Bhopal(2006)",,,Private,N,CSE,39,2158,88.6,69.51,UR/X/OP,,9,
299,"LakshmiNarainCollegeofTechnology&Science,Bhopal(2006)",,,Private,N,CSECS,401,2540,80.13,67.5,UR/X/OP,,4,
300,"LakshmiNarainCollegeofTechnology&Science,Bhopal(2006)",,,Private,N,CSE,2330,3117,68.67,63.3,"UR/X/OP(After
Conversion)",,3,
301,"LakshmiNarainCollegeofTechnologyExcellence,Bhopal
(2007)",,,Private,N,MECH,120,1192,84.9,74.2,UR/X/OP,,2,
302,"LakshmiNarainCollegeofTechnologyExcellence,Bhopal
(2007)",,,Private,N,CSEIML,2017,2941,70.22,64.8,UR/X/OP,,4,
303,"LakshmiNarainCollegeofTechnologyExcellence,Bhopal
(2007)",,,Private,N,CSE,2059,3129,70,63.02,UR/X/OP,,2,
304,"LakshmiNarainCollegeofTechnology,Bhopal(1994)",,,Private,N,ELECTELEX,2710,2710,66.5,66.5,OBC/X/OP,,1,
305,"LakshmiNarainCollegeofTechnology,Bhopal(1994)",,,Private,N,CSEIML,3352,3352,60.3,60.3,OBC/X/OP,,1,
306,"LakshmiNarainCollegeofTechnology,Bhopal(1994)",,,Private,N,CSE,1123,3353,74.6,60.3,OBC/X/OP,,10,
307,"LakshmiNarainCollegeofTechnology,Bhopal(1994)",,,Private,N,CSEIML,3179,3179,62.5,62.5,SC/X/OP,,1,
308,"LakshmiNarainCollegeofTechnology,Bhopal(1994)",,,Private,N,CSEIML,3227,3227,62.1,62.1,ST/X/OP,,1,
309,"LakshmiNarainCollegeofTechnology,Bhopal(1994)",,,Private,N,CSE,36,547,89.2,78.7,UR/X/OP,,18,
310,"LakshmiNarainCollegeofTechnology,Bhopal(1994)",,,Private,N,ELECTELEX,45,824,88.13,76.58,UR/X/OP,,3,
311,"LakshmiNarainCollegeofTechnology,Bhopal(1994)",,,Private,N,CIVIL,610,2241,78.1,69.1,UR/X/OP,,3,
312,"LakshmiNarainCollegeofTechnology,Bhopal(1994)",,,Private,N,EC,503,2250,79.26,69.02,UR/X/OP,,3,
313,"LakshmiNarainCollegeofTechnology,Bhopal(1994)",,,Private,N,CSEAIADS,1296,2474,73.7,67.9,UR/X/OP,,5,
314,"LakshmiNarainCollegeofTechnology,Bhopal(1994)",,,Private,N,MECH,1262,2626,73.9,67,UR/X/OP,,3,
315,"LakshmiNarainCollegeofTechnology,Bhopal(1994)",,,Private,N,CSEIML,793,3043,76.78,64,UR/X/OP,,18,
