194,Institute of Engineering and Technology DAVV Indore (1996),S.F.I.,CIVIL,DIPPPT,482,482,UR/X/F,Y,1,2026
195,Institute of Engineering and Technology DAVV Indore (1996),S.F.I.,EI,DIPPPT,618,618,UR/X/F,Y,1,2026
196,Institute of Engineering and Technology DAVV Indore (1996),S.F.I.,CSE,DIPPPT,88,166,UR/X/OP,Y,4,2026
197,Institute of Engineering and Technology DAVV Indore (1996),S.F.I.,IT,DIPPPT,216,278,UR/X/OP,Y,4,2026
198,Institute of Engineering and Technology DAVV Indore (1996),S.F.I.,ET,DIPPPT,103,410,UR/X/OP,Y,4,2026
199,Institute of Engineering and Technology DAVV Indore (1996),S.F.I.,EI,DIPPPT,108,539,UR/X/OP,Y,2,2026
200,Institute of Engineering and Technology DAVV Indore (1996),S.F.I.,CIVIL,DIPPPT,612,811,UR/X/OP,Y,2,2026
201,Institute of Engineering and Technology DAVV Indore (1996),S.F.I.,MECH,DIPPPT,798,1031,UR/X/OP,Y,3,2026
202,INSTITUTE OF ENGINEERING JIWAJI UNIVERSITY GWALIOR (1996),S.F.I.,CSE,DIPPPT,1542,1858,OBC/X/OP,Y,3,2026
203,INSTITUTE OF ENGINEERING JIWAJI UNIVERSITY GWALIOR (1996),S.F.I.,CSE,DIPPPT,1065,1065,UR/X/F,Y,1,2026
204,INSTITUTE OF ENGINEERING JIWAJI UNIVERSITY GWALIOR (1996),S.F.I.,CSE,DIPPPT,1281,1321,UR/X/OP,Y,2,2026
205,INSTITUTE OF ENGINEERING JIWAJI UNIVERSITY GWALIOR (1996),S.F.I.,EL,DIPPPT,1879,1879,UR/X/OP,Y,1,2026
206,INSTITUTE OF ENGINEERING JIWAJI UNIVERSITY GWALIOR (1996),S.F.I.,CHEM,DIPPPT,2026,2496,UR/X/OP,Y,2,2026
207,INSTITUTE OF TECHNOLOGY AND MANAGEMENT GWALIOR (1997),Private,EC,DIPPPT,2146,2146,UR/X/OP,N,1,2026
208,INSTITUTE OF TECHNOLOGY AND MANAGEMENT GWALIOR (1997),Private,CSE,DIPPPT,2130,2869,UR/X/OP,N,2,2026
209,"IPSAcademy Instituteof Engineeringand Science, Indore Off Campus-1",Private,CSEITCS,DIPPPT,1910,1910,UR/X/OP,N,1,2026
210,"IPSAcademy Instituteof Engineeringand Science, Indore Off Campus-1",Private,CSE,DIPPPT,358,2400,UR/X/OP,N,4,2026
211,IPS Academy Institute of Engineering and Science Indore (1999),Private,CHEM,DIPPPT,3280,3280,SC/X/OP,Y,1,2026
212,IPS Academy Institute of Engineering and Science Indore (1999),Private,FTS,DIPPPT,32,954,UR/X/OP,N,6,2026
213,IPS Academy Institute of Engineering and Science Indore (1999),Private,CHEM,DIPPPT,869,1332,UR/X/OP,N,2,2026
214,IPS Academy Institute of Engineering and Science Indore (1999),Private,ELECT ELEX,DIPPPT,1740,1740,UR/X/OP,N,1,2026
